id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
986,"When they first moved here, they * on very little money.",got by,got through,na,na,3,phrasal verbs,"When they first moved here, they got by on very little money.",WRB PRP RB VBD NN PRP VBD IN IN RB JJ NN,WRB_PRP PRP_RB RB_VBD VBD_NN NN_PRP PRP_VBD VBD_IN IN_IN IN_RB RB_JJ JJ_NN,WRB_PRP_RB PRP_RB_VBD RB_VBD_NN VBD_NN_PRP NN_PRP_VBD PRP_VBD_IN VBD_IN_IN IN_IN_RB IN_RB_JJ RB_JJ_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBD_ADVP ADVP_RB NP_PRP VP_VBD_PP PP_IN_PP PP_IN_NP NP_ADJP_NN ADJP_RB_JJ","first moved here, they got by on very little money",RB VBN NN PRP VBD IN IN RB JJ NN,RB_VBN VBN_NN NN_PRP PRP_VBD VBD_IN IN_IN IN_RB RB_JJ JJ_NN,RB_VBN_NN VBN_NN_PRP NN_PRP_VBD PRP_VBD_IN VBD_IN_IN IN_IN_RB IN_RB_JJ RB_JJ_NN,"S_S_,_S S_ADVP_VP ADVP_RB VP_VBN_ADVP ADVP_RB S_NP_VP NP_PRP VP_VBD_PP PP_IN_PP PP_IN_NP NP_ADJP_NN ADJP_RB_JJ","first moved here, they",they,PRP,RB VBN NN PRP,RB_VBN VBN_NN NN_PRP,RB_VBN_NN VBN_NN_PRP,"S_ADVP_VP ADVP_RB VP_VBD_ADVP_,_S ADVP_RB S_NP NP_PRP",on very little money,on,IN,IN RB JJ NN,IN_RB RB_JJ JJ_NN,IN_RB_JJ RB_JJ_NN,PP_IN_NP NP_ADJP_NN ADJP_RB_JJ,got by,got,by,VBN_IN,VBD,IN,y,y,2.0
987,She could not * with her colleagues.,get along,get by,na,na,3,phrasal verbs,She could not get along with her colleagues.,PRP MD RB VB IN IN PRP$ NN,PRP_MD MD_RB RB_VB VB_IN IN_IN IN_PRP$ PRP$_NN,PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_IN IN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_PRP$_NNS,She could not get along with her colleagues,PRP MD RB VB IN IN PRP$ NNS,PRP_MD MD_RB RB_VB VB_IN IN_IN IN_PRP$ PRP$_NNS,PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_IN IN_IN_PRP$ IN_PRP$_NNS,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_PRP$_NNS,She could not,not,RB,PRP MD RB,PRP_MD MD_RB,PRP_MD_RB,S_NP_VP NP_PRP VP_MD_RB,with her colleagues,with,IN,IN PRP$ NNS,IN_PRP$ PRP$_NNS,IN_PRP$_NNS,PP_IN_NP NP_PRP$_NNS,get along,get,along,VB_IN,VB,IN,y,y,2.0
988,He is very unhappy about this but he will * it.,get over,get through,na,na,3,phrasal verbs,He is very unhappy about this but he will get over it.,PRP VBZ RB JJ IN DT CC PRP MD VB IN NN,PRP_VBZ VBZ_RB RB_JJ JJ_IN IN_DT DT_CC CC_PRP PRP_MD MD_VB VB_IN IN_NN,PRP_VBZ_RB VBZ_RB_JJ RB_JJ_IN JJ_IN_DT IN_DT_CC DT_CC_PRP CC_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_NN,S_S_CC_S_. S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_RB_JJ_PP PP_IN_NP NP_DT S_NP_VP NP_PRP VP_MD_VP VP_VB_PRT_NP PRT_RP NP_PRP,this but he will get over it,DT CC PRP MD VB IN PRP,DT_CC CC_PRP PRP_MD MD_VB VB_IN IN_PRP,DT_CC_PRP CC_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_PRP,S_INTJ_CC_NP_VP INTJ_DT NP_PRP VP_MD_VP VP_VB_PRT_NP PRT_RP NP_PRP,this but he will,will,MD,DT CC PRP MD,DT_CC CC_PRP PRP_MD,DT_CC_PRP CC_PRP_MD,S_INTJ_CC_NP_VP INTJ_DT NP_PRP VP_MD,it,it,PRP,PRP,,,S_NP NP_PRP,get over,get,over,NN_IN,VB,IN,y,y,2.0
989,He * his exams effortlessly.,got through,got over,na,na,3,phrasal verbs,He got through his exams effortlessly.,PRP VBD IN PRP$ NNS VBP,PRP_VBD VBD_IN IN_PRP$ PRP$_NNS NNS_VBP,PRP_VBD_IN VBD_IN_PRP$ IN_PRP$_NNS PRP$_NNS_VBP,S_NP_VP_. NP_PRP VP_VBD_PP_ADVP PP_IN_NP NP_PRP$_NNS ADVP_RB,He got through his exams effortlessly,PRP VBD IN PRP$ NNS RB,PRP_VBD VBD_IN IN_PRP$ PRP$_NNS NNS_RB,PRP_VBD_IN VBD_IN_PRP$ IN_PRP$_NNS PRP$_NNS_RB,S_NP_VP NP_PRP VP_VBD_PP_ADVP PP_IN_NP NP_PRP$_NNS ADVP_RB,He,He,PRP,PRP,,,S_NP NP_PRP,his exams effortlessly,his,PRP$,PRP$ NNS RB,PRP$_NNS NNS_RB,PRP$_NNS_RB,S_NP_ADVP NP_PRP$_NNS ADVP_RB,got through,got,through,VBD_IN,VBD,IN,y,y,2.0
990,She * her father with her love of sports.,takes after,takes in,na,na,3,phrasal verbs,She takes after her father with her love of sports.,PRP VBZ IN PRP$ NN IN PRP$ NN IN NN,PRP_VBZ VBZ_IN IN_PRP$ PRP$_NN NN_IN IN_PRP$ PRP$_NN NN_IN IN_NN,PRP_VBZ_IN VBZ_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_PP_PP PP_IN_NP NP_PRP$_NN PP_IN_NP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_NNS,She takes after her father with her,PRP VBZ IN PRP$ NN IN PRP$,PRP_VBZ VBZ_IN IN_PRP$ PRP$_NN NN_IN IN_PRP$,PRP_VBZ_IN VBZ_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_PRP$,S_NP_VP NP_PRP VP_VBZ_PP_PP PP_IN_NP NP_PRP$_NN PP_IN_NP NP_PRP,She,She,PRP,PRP,,,S_NP NP_PRP,her father with her,her,PRP$,PRP$ NN IN PRP$,PRP$_NN NN_IN IN_PRP$,PRP$_NN_IN NN_IN_PRP$,NP_NP_PP NP_PRP$_NN PP_IN_NP NP_PRP,takes after,takes,after,VBZ_IN,VBZ,IN,y,y,2.0
991,The singer's popularity * after her second album.,took off,took away,na,na,3,phrasal verbs,The singer's popularity took off after her second album.,DT NN NN VBD RP IN PRP$ JJ NN,DT_NN NN_NN NN_VBD VBD_RP RP_IN IN_PRP$ PRP$_JJ JJ_NN,DT_NN_NN NN_NN_VBD NN_VBD_RP VBD_RP_IN RP_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,S_NP_VP_. NP_NP_NN NP_DT_NN_POS VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_PRP$_JJ_NN,The singer's popularity took off after her second album,DT NN NN VBD RP IN PRP$ JJ NN,DT_NN NN_NN NN_VBD VBD_RP RP_IN IN_PRP$ PRP$_JJ JJ_NN,DT_NN_NN NN_NN_VBD NN_VBD_RP VBD_RP_IN RP_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,S_NP_VP NP_NP_NN NP_DT_NN_POS VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_PRP$_JJ_NN,The singer's popularity,popularity,NN,DT NN NN,DT_NN NN_NN,DT_NN_NN,NP_NP_NN NP_DT_NN_POS,after her second album,after,IN,IN PRP$ JJ NN,IN_PRP$ PRP$_JJ JJ_NN,IN_PRP$_JJ PRP$_JJ_NN,PP_IN_NP NP_PRP$_JJ_NN,took off,took,off,VBD_RP,VBD,IN,y,y,2.0
992,The meeting has been * until the boss is back.,put off,put forward,na,na,3,phrasal verbs,The meeting has been put off until the boss is back.,DT NN VBZ VBN VBN RP IN DT NN VBZ JJ,DT_NN NN_VBZ VBZ_VBN VBN_VBN VBN_RP RP_IN IN_DT DT_NN NN_VBZ VBZ_JJ,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_VBN VBN_VBN_RP VBN_RP_IN RP_IN_DT IN_DT_NN DT_NN_VBZ NN_VBZ_JJ,S_NP_VP_. NP_DT_NN VP_VBZ_VP VP_VBN_VP VP_VBN_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_DT_NN VP_VBZ_ADVP ADVP_RB,The meeting has been put off until the boss is,DT NN VBZ VBN VBN RP IN DT NN VBZ,DT_NN NN_VBZ VBZ_VBN VBN_VBN VBN_RP RP_IN IN_DT DT_NN NN_VBZ,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_VBN VBN_VBN_RP VBN_RP_IN RP_IN_DT IN_DT_NN DT_NN_VBZ,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN_VP VP_VBN_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_DT_NN VP_VBZ,The meeting has been,been,VBN,DT NN VBZ VBN,DT_NN NN_VBZ VBZ_VBN,DT_NN_VBZ NN_VBZ_VBN,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN,until the boss is,until,IN,IN DT NN VBZ,IN_DT DT_NN NN_VBZ,IN_DT_NN DT_NN_VBZ,SBAR_IN_S S_NP_VP NP_DT_NN VP_VBZ,put off,put,off,VBD_RP,NN,IN,y,y,2.0
993,"The team * many ideas, but the management was not impressed.",put forward,put across,na,na,3,phrasal verbs,"The team put forward many ideas, but the management was not impressed.",DT NN VBD RB JJ NNS CC DT NN VBD RB JJ,DT_NN NN_VBD VBD_RB RB_JJ JJ_NNS NNS_CC CC_DT DT_NN NN_VBD VBD_RB RB_JJ,DT_NN_VBD NN_VBD_RB VBD_RB_JJ RB_JJ_NNS JJ_NNS_CC NNS_CC_DT CC_DT_NN DT_NN_VBD NN_VBD_RB VBD_RB_JJ,"S_S_,_CC_S_. S_NP_VP NP_DT_NN VP_VBD_PRT_NP PRT_RP NP_JJ_NNS S_NP_VP NP_DT_NN VP_VBD_RB_ADJP ADJP_JJ","The team put forward many ideas, but the",DT NN VBD RB JJ NNS CC DT,DT_NN NN_VBD VBD_RB RB_JJ JJ_NNS NNS_CC CC_DT,DT_NN_VBD NN_VBD_RB VBD_RB_JJ RB_JJ_NNS JJ_NNS_CC NNS_CC_DT,"S_NP_VP NP_DT_NN VP_VBD_NP NP_RB_NP_,_CC_NP NP_JJ_NNS NP_DT",The team,team,NN,DT NN,DT_NN,,NP_DT_NN,"many ideas, but the",many,JJ,JJ NNS CC DT,JJ_NNS NNS_CC CC_DT,JJ_NNS_CC NNS_CC_DT,"NP_NP_,_NP NP_JJ_NNS NP_RB_DT",put forward,put,forward,VB_NN,NN,RB,y,y,2.0
994,It is a difficult topic but he * in a simple way.,put it across,put it forward,na,na,3,phrasal verbs,It is a difficult topic but he put it across in a simple way.,PRP VBZ DT JJ NN CC PRP VBD PRP IN IN DT JJ NN,PRP_VBZ VBZ_DT DT_JJ JJ_NN NN_CC CC_PRP PRP_VBD VBD_PRP PRP_IN IN_IN IN_DT DT_JJ JJ_NN,PRP_VBZ_DT VBZ_DT_JJ DT_JJ_NN JJ_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_PRP VBD_PRP_IN PRP_IN_IN IN_IN_DT IN_DT_JJ DT_JJ_NN,S_S_CC_S_. S_NP_VP NP_PRP VP_VBZ_NP NP_DT_JJ_NN S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_PP PP_IN_NP NP_DT_JJ_NN,difficult topic but he put it across in a simple way,JJ NN CC PRP VBD PRP IN IN DT JJ NN,JJ_NN NN_CC CC_PRP PRP_VBD VBD_PRP PRP_IN IN_IN IN_DT DT_JJ JJ_NN,JJ_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_PRP VBD_PRP_IN PRP_IN_IN IN_IN_DT IN_DT_JJ DT_JJ_NN,S_NP_VP NP_NP_PP NP_JJ_NN PP_IN_NP NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_PP PP_IN_NP NP_DT_JJ_NN,difficult topic but he,he,PRP,JJ NN CC PRP,JJ_NN NN_CC CC_PRP,JJ_NN_CC NN_CC_PRP,NP_NP_PP NP_JJ_NN PP_IN_NP NP_PRP,in a simple way,in,IN,IN DT JJ NN,IN_DT DT_JJ JJ_NN,IN_DT_JJ DT_JJ_NN,PP_IN_NP NP_DT_JJ_NN,put it across,put,across,VB_PRP_IN,NN,IN,y,y,3.0
995,She will not * because she is a good friend.,let me down,let me off,na,na,3,phrasal verbs,She will not let me down because she is a good friend.,PRP MD RB VB PRP RP IN PRP VBZ DT JJ NN,PRP_MD MD_RB RB_VB VB_PRP PRP_RP RP_IN IN_PRP PRP_VBZ VBZ_DT DT_JJ JJ_NN,PRP_MD_RB MD_RB_VB RB_VB_PRP VB_PRP_RP PRP_RP_IN RP_IN_PRP IN_PRP_VBZ PRP_VBZ_DT VBZ_DT_JJ DT_JJ_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_NP_PRT_SBAR NP_PRP PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_DT_JJ_NN,She will not let me down because she is a,PRP MD RB VB PRP RP IN PRP VBZ DT,PRP_MD MD_RB RB_VB VB_PRP PRP_RP RP_IN IN_PRP PRP_VBZ VBZ_DT,PRP_MD_RB MD_RB_VB RB_VB_PRP VB_PRP_RP PRP_RP_IN RP_IN_PRP IN_PRP_VBZ PRP_VBZ_DT,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_NP_PRT_SBAR NP_PRP PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_JJ,She will not,not,RB,PRP MD RB,PRP_MD MD_RB,PRP_MD_RB,S_NP_VP NP_PRP VP_MD_RB,because she is a,because,IN,IN PRP VBZ DT,IN_PRP PRP_VBZ VBZ_DT,IN_PRP_VBZ PRP_VBZ_DT,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_JJ,let me down,let,down,VB_PRP_RP,VB,RB,y,y,3.0
996,She was * with a warning instead of being charged.,let off,let down,na,na,3,phrasal verbs,She was let off with a warning instead of being charged.,PRP VBD VB RP IN DT VBG RB IN VBG NN,PRP_VBD VBD_VB VB_RP RP_IN IN_DT DT_VBG VBG_RB RB_IN IN_VBG VBG_NN,PRP_VBD_VB VBD_VB_RP VB_RP_IN RP_IN_DT IN_DT_VBG DT_VBG_RB VBG_RB_IN RB_IN_VBG IN_VBG_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBN_PRT_PP PRT_RP PP_IN_NP NP_NP_PP NP_DT_NN PP_RB_IN_S S_VP VP_VBG_VP VP_VBN,She was let off with a warning instead,PRP VBD VB RP IN DT NN RB,PRP_VBD VBD_VB VB_RP RP_IN IN_DT DT_NN NN_RB,PRP_VBD_VB VBD_VB_RP VB_RP_IN RP_IN_DT IN_DT_NN DT_NN_RB,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_PRT_PP_ADVP PRT_RP PP_IN_NP NP_DT_NN ADVP_RB,She was,was,VBD,PRP VBD,PRP_VBD,,S_NP_VP NP_PRP VP_VBD,with a warning instead,with,IN,IN DT NN RB,IN_DT DT_NN NN_RB,IN_DT_NN DT_NN_RB,PP_IN_NP NP_NP_ADVP NP_DT_NN ADVP_RB,let off,let,off,VB_RP,VB,IN,y,y,2.0
997,She would not * in her protest against racism.,let up,let down,na,na,3,phrasal verbs,She would not let up in her protest against racism.,PRP MD RB VB RP IN PRP$ NN IN NN,PRP_MD MD_RB RB_VB VB_RP RP_IN IN_PRP$ PRP$_NN NN_IN IN_NN,PRP_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_NN,She would not let up in her protest against,PRP MD RB VB RP IN PRP$ NN IN,PRP_MD MD_RB RB_VB VB_RP RP_IN IN_PRP$ PRP$_NN NN_IN,PRP_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_PRP$ IN_PRP$_NN PRP$_NN_IN,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PRT_PP_PP PRT_RP PP_IN_NP NP_PRP$_NN PP_IN,She would not,not,RB,PRP MD RB,PRP_MD MD_RB,PRP_MD_RB,S_NP_VP NP_PRP VP_MD_RB,in her protest against,in,IN,IN PRP$ NN IN,IN_PRP$ PRP$_NN NN_IN,IN_PRP$_NN PRP$_NN_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,let up,let,up,VB_RP,VB,RB,y,y,2.0
998,He was so insistent on giving me money that I had to *.,give in,give up,na,na,3,phrasal verbs,He was so insistent on giving me money that I had to give in.,PRP VBD RB JJ IN VBG PRP NN IN PRP VBD TO VB NN,PRP_VBD VBD_RB RB_JJ JJ_IN IN_VBG VBG_PRP PRP_NN NN_IN IN_PRP PRP_VBD VBD_TO TO_VB VB_NN,PRP_VBD_RB VBD_RB_JJ RB_JJ_IN JJ_IN_VBG IN_VBG_PRP VBG_PRP_NN PRP_NN_IN NN_IN_PRP IN_PRP_VBD PRP_VBD_TO VBD_TO_VB TO_VB_NN,S_NP_VP_. NP_PRP VP_VBD_ADJP_SBAR ADJP_RB_JJ_PP PP_IN_S S_VP VP_VBG_NP_NP NP_PRP NP_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBD_S S_VP VP_TO_VP VP_VB_PRT PRT_RP,that I had to give in,IN PRP VBD TO VB IN,IN_PRP PRP_VBD VBD_TO TO_VB VB_IN,IN_PRP_VBD PRP_VBD_TO VBD_TO_VB TO_VB_IN,SBAR_IN_S S_NP_VP NP_PRP VP_VBD_S S_VP VP_TO_VP VP_VB_PRT PRT_RP,that I had to,to,TO,IN PRP VBD TO,IN_PRP PRP_VBD VBD_TO,IN_PRP_VBD PRP_VBD_TO,SBAR_IN_S S_NP_VP NP_PRP VP_VBD_PP PP_IN,,,,,,,,give in,give,in,NN_IN,VB,IN,y,e,2.0
999,"If I decide to *, please tell me the answer.",give up,give in,na,na,3,phrasal verbs,"If I decide to give up, please tell me the answer.",IN PRP VBP TO VB JJ NN VB PRP DT NN,IN_PRP PRP_VBP VBP_TO TO_VB VB_JJ JJ_NN NN_VB VB_PRP PRP_DT DT_NN,IN_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_JJ VB_JJ_NN JJ_NN_VB NN_VB_PRP VB_PRP_DT PRP_DT_NN,"S_SBAR_,_INTJ_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT PRT_RP INTJ_UH VP_VB_NP_NP NP_PRP NP_DT_NN","If I decide to give up , please tell me","IN PRP VBP TO VB RP , VB VB PRP","IN_PRP PRP_VBP VBP_TO TO_VB VB_RP RP_, ,_VB VB_VB VB_PRP","IN_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_RP VB_RP_, RP_,_VB ,_VB_VB VB_VB_PRP","S_SBAR_,_INTJ_VP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT PRT_RP INTJ_UH VP_VB_NP NP_PRP",If I decide to,to,TO,IN PRP VBP TO,IN_PRP PRP_VBP VBP_TO,IN_PRP_VBP PRP_VBP_TO,FRAG_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_PP PP_IN,", please tell me",",",",",", VB VB PRP",",_VB VB_VB VB_PRP",",_VB_VB VB_VB_PRP","PRN_,_S S_VP VP_INTJ_VB_NP INTJ_UH NP_PRP",give up,give,up,VB_RP,VB,RB,y,y,2.0
1000,The employees have * for the senior managers to take responsibility.,called for,called on,na,na,3,phrasal verbs,The employees have called for for the senior managers to take responsibility.,DT NNS VBP VBN IN IN DT JJ NNS TO VB NN,DT_NNS NNS_VBP VBP_VBN VBN_IN IN_IN IN_DT DT_JJ JJ_NNS NNS_TO TO_VB VB_NN,DT_NNS_VBP NNS_VBP_VBN VBP_VBN_IN VBN_IN_IN IN_IN_DT IN_DT_JJ DT_JJ_NNS JJ_NNS_TO NNS_TO_VB TO_VB_NN,S_NP_VP_. NP_DT_NNS VP_VBP_VP VP_VBN_PP_S PP_IN_PP PP_IN_NP NP_DT_JJ_NNS S_VP VP_TO_VP VP_VB_NP NP_NN,The employees have called for for the senior managers,DT NNS VBP VBN IN IN DT JJ NNS,DT_NNS NNS_VBP VBP_VBN VBN_IN IN_IN IN_DT DT_JJ JJ_NNS,DT_NNS_VBP NNS_VBP_VBN VBP_VBN_IN VBN_IN_IN IN_IN_DT IN_DT_JJ DT_JJ_NNS,S_NP_VP NP_DT_NNS VP_VBP_VP VP_VBN_PP PP_IN_PP PP_IN_NP NP_DT_JJ_NNS,The employees have,have,VB,DT NNS VBP,DT_NNS NNS_VBP,DT_NNS_VBP,S_NP_VP NP_DT_NNS VP_VBP,for the senior managers,for,IN,IN DT JJ NNS,IN_DT DT_JJ JJ_NNS,IN_DT_JJ DT_JJ_NNS,PP_IN_NP NP_DT_JJ_NNS,called for,called,for,VBN_IN,VBN,IN,y,y,2.0
1001,The national day parade will not be * despite the rain.,called off,called for,na,na,3,phrasal verbs,The national day parade will not be called off despite the rain.,DT JJ NN VB MD RB VB VBN RP IN DT NN,DT_JJ JJ_NN NN_VB VB_MD MD_RB RB_VB VB_VBN VBN_RP RP_IN IN_DT DT_NN,DT_JJ_NN JJ_NN_VB NN_VB_MD VB_MD_RB MD_RB_VB RB_VB_VBN VB_VBN_RP VBN_RP_IN RP_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_JJ_NN_NN VP_MD_RB_VP VP_VB_VP VP_VBN_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,parade will not be called off despite the rain,NN MD RB VB VBN RP IN DT NN,NN_MD MD_RB RB_VB VB_VBN VBN_RP RP_IN IN_DT DT_NN,NN_MD_RB MD_RB_VB RB_VB_VBN VB_VBN_RP VBN_RP_IN RP_IN_DT IN_DT_NN,S_NP_VP NP_NN VP_MD_RB_VP VP_VB_VP VP_VBN_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,parade will not be,be,VB,NN MD RB VB,NN_MD MD_RB RB_VB,NN_MD_RB MD_RB_VB,S_NP_VP NP_NN VP_MD_RB_VP VP_VB,despite the rain,despite,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,called off,called,off,VBN_RP,VBN,IN,y,y,2.0
1002,The announcer * everybody to stand up and welcome the queen.,called on,called up,na,na,3,phrasal verbs,The announcer called on everybody to stand up and welcome the queen.,DT NN VBN IN NN TO VB RP CC VB DT NN,DT_NN NN_VBN VBN_IN IN_NN NN_TO TO_VB VB_RP RP_CC CC_VB VB_DT DT_NN,DT_NN_VBN NN_VBN_IN VBN_IN_NN IN_NN_TO NN_TO_VB TO_VB_RP VB_RP_CC RP_CC_VB CC_VB_DT VB_DT_NN,S_NP_VP_. NP_DT_NN VP_VBD_PP_S PP_IN_NP NP_NN S_VP VP_TO_VP VP_VP_CC_VP VP_VB_PRT PRT_RP VP_VB_NP NP_DT_NN,The announcer called on everybody to stand up,DT NN VBN IN NN TO VB RP,DT_NN NN_VBN VBN_IN IN_NN NN_TO TO_VB VB_RP,DT_NN_VBN NN_VBN_IN VBN_IN_NN IN_NN_TO NN_TO_VB TO_VB_RP,S_NP_VP NP_DT_NN VP_VBD_PP_S PP_IN_NP NP_NN S_VP VP_TO_VP VP_VB_PRT PRT_RP,The announcer,announcer,NN,DT NN,DT_NN,,NP_DT_NN,everybody to stand up,everybody,NN,NN TO VB RP,NN_TO TO_VB VB_RP,NN_TO_VB TO_VB_RP,S_NP_VP NP_NN VP_TO_VP VP_VB_PRT PRT_RP,called on,called,on,VBN_IN,VBN,IN,y,y,2.0
