id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
699,He * a long break after he quits his job.,will be taking,has been taking,na,na,4,verb tenses,He will be taking a long break after he quits his job.,PRP MD VB VBG DT JJ NN IN PRP VBZ PRP$ NN,PRP_MD MD_VB VB_VBG VBG_DT DT_JJ JJ_NN NN_IN IN_PRP PRP_VBZ VBZ_PRP$ PRP$_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_PRP IN_PRP_VBZ PRP_VBZ_PRP$ VBZ_PRP$_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_SBAR NP_DT_JJ_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_PRP$_NN,He will be taking a long break after,PRP MD VB VBG DT JJ NN IN,PRP_MD MD_VB VB_VBG VBG_DT DT_JJ JJ_NN NN_IN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_JJ DT_JJ_NN JJ_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_DT_JJ_NN PP_IN,He,He,PRP,PRP,,,S_NP NP_PRP,a long break after,a,DT,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,FRAG_NP_PP NP_DT_JJ_NN PP_IN,will be taking,will,taking,MD_VB_VBG,MD,VBG,x,x,3.0
700,I * a break after the exams.,will be taking,have been taking,na,na,4,verb tenses,I will be taking a break after the exams.,PRP MD VB VBG DT NN IN DT NN,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_IN IN_DT DT_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_DT_NN PP_IN_NP NP_DT_NNS,I will be taking a break after the,PRP MD VB VBG DT NN IN DT,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_IN IN_DT,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_DT,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_DT_NN PP_IN_NP NP_DT,I,I,PRP,PRP,,,S_NP NP_PRP,a break after the,a,DT,DT NN IN DT,DT_NN NN_IN IN_DT,DT_NN_IN NN_IN_DT,NP_NP_PP NP_DT_NN PP_IN_NP NP_DT,will be taking,will,taking,MD_VB_VBG,MD,VBG,x,x,3.0
701,She * of her cats when she is overseas.,will be thinking,is thinking,na,na,4,verb tenses,She will be thinking of her cats when she is overseas.,PRP MD VB VBG IN PRP$ NNS WRB PRP VBZ JJ,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NNS NNS_WRB WRB_PRP PRP_VBZ VBZ_JJ,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NNS PRP$_NNS_WRB NNS_WRB_PRP WRB_PRP_VBZ PRP_VBZ_JJ,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_SBAR PP_IN_NP NP_PRP$_NNS SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBZ_ADVP ADVP_RB,She will be thinking of her cats when,PRP MD VB VBG IN PRP$ NNS WRB,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NNS NNS_WRB,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NNS PRP$_NNS_WRB,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_ADVP PP_IN_NP NP_PRP$_NNS ADVP_WRB,She,She,PRP,PRP,,,S_NP NP_PRP,of her cats when,of,IN,IN PRP$ NNS WRB,IN_PRP$ PRP$_NNS NNS_WRB,IN_PRP$_NNS PRP$_NNS_WRB,PP_IN_NP NP_NP_SBAR NP_PRP$_NNS SBAR_WHADVP WHADVP_WRB,will be thinking,will,thinking,MD_VB_VBG,MD,VBG,x,x,3.0
702,I * my boss about this matter later today.,will be meeting,have been meeting,na,na,4,verb tenses,I will be meeting my boss about this matter later today.,PRP MD VB VBG PRP$ NN IN DT NN RB VBD,PRP_MD MD_VB VB_VBG VBG_PRP$ PRP$_NN NN_IN IN_DT DT_NN NN_RB RB_VBD,PRP_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_NN PRP$_NN_IN NN_IN_DT IN_DT_NN DT_NN_RB NN_RB_VBD,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP_NP-TMP NP_PRP$_NN PP_IN_NP NP_DT_NN NP-TMP_JJ_NN,I will be meeting my boss about this,PRP MD VB VBG PRP$ NN IN DT,PRP_MD MD_VB VB_VBG VBG_PRP$ PRP$_NN NN_IN IN_DT,PRP_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_NN PRP$_NN_IN NN_IN_DT,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_PRP$_NN PP_IN_NP NP_DT,I,I,PRP,PRP,,,S_NP NP_PRP,my boss about this,my,PRP$,PRP$ NN IN DT,PRP$_NN NN_IN IN_DT,PRP$_NN_IN NN_IN_DT,NP_NP_PP NP_PRP$_NN PP_IN_NP NP_DT,will be meeting,will,meeting,MD_VB_VBG,MD,NN,x,x,3.0
703,I * of my late father this time next week.,will be thinking,am thinking,na,na,4,verb tenses,I will be thinking of my late father this time next week.,PRP MD VB VBG IN PRP$ JJ NN DT NN JJ NN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_JJ JJ_NN NN_DT DT_NN NN_JJ JJ_NN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN JJ_NN_DT NN_DT_NN DT_NN_JJ NN_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_NP_NP-TMP NP_PRP$_JJ_NN NP-TMP_DT_NN NP-TMP_JJ_NN,I will be thinking of my late father,PRP MD VB VBG IN PRP$ JJ NN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_JJ JJ_NN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP PP_IN_NP NP_PRP$_JJ_NN,I,I,PRP,PRP,,,S_NP NP_PRP,of my late father,of,IN,IN PRP$ JJ NN,IN_PRP$ PRP$_JJ JJ_NN,IN_PRP$_JJ PRP$_JJ_NN,PP_IN_NP NP_PRP$_JJ_NN,will be thinking,will,thinking,MD_VB_VBG,MD,VBG,x,x,3.0
704,Mum * if you are okay if you do not call her.,will be wondering,is wondering,na,na,4,verb tenses,Mum will be wondering if you are okay if you do not call her.,NNP MD VB VBG IN PRP VBP JJ IN PRP VBP RB VB NN,NNP_MD MD_VB VB_VBG VBG_IN IN_PRP PRP_VBP VBP_JJ JJ_IN IN_PRP PRP_VBP VBP_RB RB_VB VB_NN,NNP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP IN_PRP_VBP PRP_VBP_JJ VBP_JJ_IN JJ_IN_PRP IN_PRP_VBP PRP_VBP_RB VBP_RB_VB RB_VB_NN,S_NP_VP_. NP_NNP VP_MD_VP VP_VB_VP VP_VBG_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_NP NP_PRP,Mum will be wondering if you are okay,NNP MD VB VBG IN PRP VBP JJ,NNP_MD MD_VB VB_VBG VBG_IN IN_PRP PRP_VBP VBP_JJ,NNP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP IN_PRP_VBP PRP_VBP_JJ,S_NP_VP NP_NNP VP_MD_VP VP_VB_VP VP_VBG_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ,Mum,Mum,NN,NN,,,NP_NNP,if you are okay,if,IN,IN PRP VBP JJ,IN_PRP PRP_VBP VBP_JJ,IN_PRP_VBP PRP_VBP_JJ,SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ,will be wondering,will,wondering,MD_VB_VBG,MD,VBG,x,x,3.0
705,I * the match at home tomorrow.,will be watching,have been watching,na,na,4,verb tenses,I will be watching the match at home tomorrow.,PRP MD VB VBG DT NN IN NN NN,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_IN IN_NN NN_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_NN IN_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP_NP-TMP NP_DT_NN PP_IN_NP NP_NN NP-TMP_NN,I will be watching the match at home,PRP MD VB VBG DT NN IN NN,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_IN IN_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_NN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_DT_NN PP_IN_NP NP_NN,I,I,PRP,PRP,,,S_NP NP_PRP,the match at home,the,DT,DT NN IN NN,DT_NN NN_IN IN_NN,DT_NN_IN NN_IN_NN,NP_NP_PP NP_DT_NN PP_IN_NP NP_NN,will be watching,will,watching,MD_VB_VBG,MD,VBG,x,x,3.0
706,He * the lunar eclipse from the hilltop tonight.,will be watching,has been watching,na,na,4,verb tenses,He will be watching the lunar eclipse from the hilltop tonight.,PRP MD VB VBG DT NN NN IN DT NN NN,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_NN NN_IN IN_DT DT_NN NN_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_NN NN_NN_IN NN_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP_NP-TMP NP_DT_JJ_NN PP_IN_NP NP_DT_NN NP-TMP_NN,He will be watching the lunar eclipse from,PRP MD VB VBG DT NN NN IN,PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_NN NN_IN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_NN NN_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_DT_JJ_NN PP_IN,He,He,PRP,PRP,,,S_NP NP_PRP,the lunar eclipse from,the,DT,DT NN NN IN,DT_NN NN_NN NN_IN,DT_NN_NN NN_NN_IN,FRAG_NP_PP NP_DT_JJ_NN PP_IN,will be watching,will,watching,MD_VB_VBG,MD,VBG,x,x,3.0
707,I * against my brother in the marathon next month.,will be competing,have been competing,na,na,4,verb tenses,I will be competing against my brother in the marathon next month.,PRP MD VB VBG IN PRP$ NN IN DT NN JJ NN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_IN IN_DT DT_NN NN_JJ JJ_NN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_DT IN_DT_NN DT_NN_JJ NN_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_DT_NN NP-TMP_JJ_NN,I will be competing against my brother in,PRP MD VB VBG IN PRP$ NN IN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_IN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,I,I,PRP,PRP,,,S_NP NP_PRP,against my brother in,against,IN,IN PRP$ NN IN,IN_PRP$ PRP$_NN NN_IN,IN_PRP$_NN PRP$_NN_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,will be competing,will,competing,MD_VB_VBG,MD,VBG,x,x,3.0
708,It is going to be difficult because she * against the wind.,will be sailing,has been sailing,na,na,4,verb tenses,It is going to be difficult because she will be sailing against the wind.,PRP VBZ VBG TO VB JJ IN PRP MD VB VBG IN DT NN,PRP_VBZ VBZ_VBG VBG_TO TO_VB VB_JJ JJ_IN IN_PRP PRP_MD MD_VB VB_VBG VBG_IN IN_DT DT_NN,PRP_VBZ_VBG VBZ_VBG_TO VBG_TO_VB TO_VB_JJ VB_JJ_IN JJ_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBZ_VP VP_VBG_S S_VP VP_TO_VP VP_VB_ADJP_SBAR ADJP_JJ SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP PP_IN_NP NP_DT_NN,be difficult because she will be sailing against the wind,VB JJ IN PRP MD VB VBG IN DT NN,VB_JJ JJ_IN IN_PRP PRP_MD MD_VB VB_VBG VBG_IN IN_DT DT_NN,VB_JJ_IN JJ_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_DT IN_DT_NN,S_VP VP_VB_ADJP ADJP_JJ_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP PP_IN_NP NP_DT_NN,be difficult because she,she,PRP,VB JJ IN PRP,VB_JJ JJ_IN IN_PRP,VB_JJ_IN JJ_IN_PRP,S_VP VP_VB_ADJP ADJP_JJ_PP PP_IN_NP NP_PRP,against the wind,against,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,will be sailing,will,sailing,MD_VB_VBG,MD,VBG,x,x,3.0
709,I will post your letter for you. I * a post office.,will be passing,have been passing,na,na,4,verb tenses,I will post your letter for you. I will be passing a post office.,PRP MD VB PRP$ NN IN NN PRP MD VB VBG DT NN NN,PRP_MD MD_VB VB_PRP$ PRP$_NN NN_IN IN_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_NN,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NN PRP$_NN_IN NN_IN_NN IN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_NP NP_PRP,letter for you. I will be passing a post office,NN IN NN PRP MD VB VBG DT NN NN,NN_IN IN_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_DT DT_NN NN_NN,NN_IN_NN IN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_NN,NP_NP_PP_. NP_NN PP_IN_NP NP_PRP,letter for you. I,I,PRP,NN IN NN PRP,NN_IN IN_NN NN_PRP,NN_IN_NN IN_NN_PRP,NP_NP_PP_. NP_NN PP_IN_NP NP_PRP,a post office,a,DT,DT NN NN,DT_NN NN_NN,DT_NN_NN,NP_DT_NN_NN,will be passing,will,passing,MD_VB_VBG,MD,NN,x,x,3.0
710,I will buy the tickets. I * to the train station.,will be going,have been going,na,na,4,verb tenses,I will buy the tickets. I will be going to the train station.,PRP MD VB DT NN PRP MD VB VBG TO DT NN NN,PRP_MD MD_VB VB_DT DT_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_TO TO_DT DT_NN NN_NN,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_TO VBG_TO_DT TO_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP NP_DT_NNS,buy the tickets. I will be going to the train station,VB DT NN PRP MD VB VBG TO DT NN NN,VB_DT DT_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_TO TO_DT DT_NN NN_NN,VB_DT_NN DT_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_TO VBG_TO_DT TO_DT_NN DT_NN_NN,S_VP_. VP_VB_NP NP_DT_NNS,buy the tickets. I,I,PRP,VB DT NN PRP,VB_DT DT_NN NN_PRP,VB_DT_NN DT_NN_PRP,S_VP_. VP_VB_NP NP_DT_NNS,to the train station,to,TO,TO DT NN NN,TO_DT DT_NN NN_NN,TO_DT_NN DT_NN_NN,PP_IN_NP NP_DT_NN_NN,will be going,will,going,MD_VB_VBG,MD,VBG,x,x,3.0
711,My friend and * have decided to sign up for the course.,I,me,na,na,5,pronouns,My friend and I have decided to sign up for the course.,PRP$ NN CC PRP VBP VBN TO VB RP IN DT NN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_VBN VBN_TO TO_VB VB_RP RP_IN IN_DT DT_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_VBN VBP_VBN_TO VBN_TO_VB TO_VB_RP VB_RP_IN RP_IN_DT IN_DT_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_VP VP_VBN_S S_VP VP_TO_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,My friend and I have decided to sign,PRP$ NN CC PRP VBP VBN TO VB,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_VBN VBN_TO TO_VB,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_VBN VBP_VBN_TO VBN_TO_VB,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_VP VP_VBN_S S_VP VP_TO_VP VP_VB,My friend and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,have decided to sign,have,VB,VB VBN TO VB,VB_VBN VBN_TO TO_VB,VB_VBN_TO VBN_TO_VB,S_VP VP_VB_VP VP_VBN_S S_VP VP_TO_VP VP_VB,I,I,I,PRP,PRP,PRP,x,x,1.0
712,My sister and * are the best of friends.,I,me,na,na,5,pronouns,My sister and I are the best of friends.,PRP$ NN CC PRP VBP DT JJS IN NN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_DT DT_JJS JJS_IN IN_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_DT VBP_DT_JJS DT_JJS_IN JJS_IN_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_NP NP_NP_PP NP_DT_JJS PP_IN_NP NP_NNS,My sister and I are the best of,PRP$ NN CC PRP VBP DT JJS IN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_DT DT_JJS JJS_IN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_DT VBP_DT_JJS DT_JJS_IN,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_NP NP_NP_PP NP_DT_JJS PP_IN,My sister and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,are the best of,are,VBP,VBP DT JJS IN,VBP_DT DT_JJS JJS_IN,VBP_DT_JJS DT_JJS_IN,S_VP VP_VBP_NP NP_NP_PP NP_DT_JJS PP_IN,I,I,I,PRP,PRP,PRP,x,x,1.0
713,My mum and * have become closer since my father passed away.,I,me,na,na,5,pronouns,My mum and I have become closer since my father passed away.,PRP$ NN CC PRP VBP VBN RBR IN PRP$ NN VBD NN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_VBN VBN_RBR RBR_IN IN_PRP$ PRP$_NN NN_VBD VBD_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_VBN VBP_VBN_RBR VBN_RBR_IN RBR_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD NN_VBD_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_VP VP_VBN_ADVP ADVP_ADVP_SBAR ADVP_RBR SBAR_IN_S S_NP_VP NP_PRP$_NN VP_VBD_ADVP ADVP_RB,My mum and I have become closer since,PRP$ NN CC PRP VBP VBN RBR IN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_VBN VBN_RBR RBR_IN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_VBN VBP_VBN_RBR VBN_RBR_IN,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_VP VP_VBN_ADVP ADVP_RBR_IN,My mum and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,have become closer since,have,VB,VBP VBN RBR IN,VBP_VBN VBN_RBR RBR_IN,VBP_VBN_RBR VBN_RBR_IN,S_VP VP_VB_VP VP_VBN_ADVP ADVP_RBR_IN,I,I,I,PRP,PRP,PRP,x,x,1.0
714,My father and * have never got along.,I,me,na,na,5,pronouns,My father and I have never got along.,PRP$ NN CC PRP VBP RB VBN NN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_RB RB_VBN VBN_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_RB VBP_RB_VBN RB_VBN_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_ADVP_VP ADVP_RB VP_VBN_PRT PRT_RP,My father and I have never got along,PRP$ NN CC PRP VBP RB VBN IN,PRP$_NN NN_CC CC_PRP PRP_VBP VBP_RB RB_VBN VBN_IN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_RB VBP_RB_VBN RB_VBN_IN,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBP_ADVP_VP ADVP_RB VP_VBN_PRT PRT_RP,My father and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,have never got along,have,VB,VB RB VBN IN,VB_RB RB_VBN VBN_IN,VB_RB_VBN RB_VBN_IN,S_VP VP_VBP_ADVP_VP ADVP_RB VP_VBN_PRT PRT_RP,I,I,I,PRP,PRP,PRP,x,x,1.0
715,My brother and * attended the same schools.,I,me,na,na,5,pronouns,My brother and I attended the same schools.,PRP$ NN CC PRP VBD DT JJ NN,PRP$_NN NN_CC CC_PRP PRP_VBD VBD_DT DT_JJ JJ_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_DT VBD_DT_JJ DT_JJ_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBD_NP NP_DT_JJ_NNS,My brother and I attended the same schools,PRP$ NN CC PRP VBD DT JJ NNS,PRP$_NN NN_CC CC_PRP PRP_VBD VBD_DT DT_JJ JJ_NNS,PRP$_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_DT VBD_DT_JJ DT_JJ_NNS,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBD_NP NP_DT_JJ_NNS,My brother and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,attended the same schools,attended,VBD,VBD DT JJ NNS,VBD_DT DT_JJ JJ_NNS,VBD_DT_JJ DT_JJ_NNS,S_VP VP_VBD_NP NP_DT_JJ_NNS,I,I,I,PRP,PRP,PRP,x,x,1.0
716,The rest of the team felt that this problem is due to your incompetence but I feel that * have been unfairly made a scapegoat.,you,they,na,na,5,pronouns,The rest of the team felt that this problem is due to your incompetence but I feel that you have been unfairly made a scapegoat.,DT NN IN DT NN VBD IN DT NN VBZ JJ TO PRP$ NN CC PRP VBP IN PRP VBP VBN RB VBN DT NN,DT_NN NN_IN IN_DT DT_NN NN_VBD VBD_IN IN_DT DT_NN NN_VBZ VBZ_JJ JJ_TO TO_PRP$ PRP$_NN NN_CC CC_PRP PRP_VBP VBP_IN IN_PRP PRP_VBP VBP_VBN VBN_RB RB_VBN VBN_DT DT_NN,DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_VBZ NN_VBZ_JJ VBZ_JJ_TO JJ_TO_PRP$ TO_PRP$_NN PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_IN VBP_IN_PRP IN_PRP_VBP PRP_VBP_VBN VBP_VBN_RB VBN_RB_VBN RB_VBN_DT VBN_DT_NN,S_S_CC_S_. S_NP_VP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN VP_VBD_SBAR SBAR_IN_S S_NP_VP NP_DT_NN VP_VBZ_ADJP ADJP_JJ_PP PP_IN_NP NP_PRP$_NN S_NP_VP NP_PRP VP_VBP_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN_ADVP_VP ADVP_RB VP_VBN_NP NP_DT_NN,but I feel that you have been unfairly made,CC PRP VBP IN PRP VBP VBN RB VBN,CC_PRP PRP_VBP VBP_IN IN_PRP PRP_VBP VBP_VBN VBN_RB RB_VBN,CC_PRP_VBP PRP_VBP_IN VBP_IN_PRP IN_PRP_VBP PRP_VBP_VBN VBP_VBN_RB VBN_RB_VBN,S_CC_NP_VP NP_PRP VP_VBP_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN_ADVP_VP ADVP_RB VP_VBN,but I feel that,that,IN,CC PRP VBP IN,CC_PRP PRP_VBP VBP_IN,CC_PRP_VBP PRP_VBP_IN,S_CC_NP_VP NP_PRP VP_VBP_NP NP_DT,have been unfairly made,have,VB,VBP VBN RB VBN,VBP_VBN VBN_RB RB_VBN,VBP_VBN_RB VBN_RB_VBN,S_VP VP_VB_VP VP_VBN_ADVP_VP ADVP_RB VP_VBN,you,you,you,PRP,PRP,PRP,x,x,1.0
